policy_id,customer_id,agent_id,policy_type,region,start_date,end_date,premium_amount,status,payment_method,auto_renew
POL006216,CUST002439,AGT06194,Auto,Quebec,2022-12-06,2023-12-06,2356.51,Renewed,EFT,No
POL006217,CUST002983,AGT04520,Farm,British Columbia,2023-02-02,2024-02-02,3585.07,Renewed,Credit Card,Yes
POL006218,CUST003931,AGT00137,Home,Quebec,2023-10-14,2024-10-13,3801.94,Active,Credit Card,Yes
POL006219,CUST002185,AGT04941,Farm,Quebec,2022-04-08,2023-04-08,3303.96,Active,PAD,Yes
POL006220,CUST004477,AGT07777,Home,Manitoba,2024-08-15,2025-08-15,3853.91,Renewed,EFT,No
POL006221,CUST003866,AGT08525,Tenant,Alberta,2023-03-30,2024-03-29,5449.61,Lapsed,Credit Card,No
POL006222,CUST000867,AGT01113,Life,Saskatchewan,2023-02-08,2024-02-08,2112.66,Cancelled,Cheque,No
POL006223,CUST006304,AGT07362,Home,Saskatchewan,2022-03-31,2023-03-31,710.19,Cancelled,EFT,No
POL006224,CUST006572,AGT01561,Life,Manitoba,2025-04-13,2026-04-13,6928.19,Active,Credit Card,No
POL006225,CUST007035,AGT05098,Auto,Manitoba,2023-02-24,2024-02-24,5826.57,Active,Credit Card,Yes
POL006226,CUST001696,AGT03636,Home,Manitoba,2021-07-28,2022-07-28,1233.97,Active,EFT,No
POL006227,CUST002100,AGT06176,Life,Saskatchewan,2023-06-27,2024-06-26,7572.79,Active,PAD,Yes
POL006228,CUST005247,AGT05736,Commercial,Alberta,2023-09-01,2024-08-31,1095.45,Active,Cheque,Yes
POL006229,CUST001193,AGT06830,Commercial,Ontario,2023-04-20,2024-04-19,6202.54,Active,EFT,No
POL006230,CUST006814,AGT05944,Tenant,Ontario,2024-11-19,2025-11-19,3535.19,Active,Cheque,No
POL006231,CUST007181,AGT06503,Life,Quebec,2023-06-22,2024-06-21,7162.74,Lapsed,Cheque,No
POL006232,CUST005572,AGT06198,Auto,Saskatchewan,2023-05-12,2024-05-11,654.65,Renewed,EFT,Yes
POL006233,CUST005187,AGT00957,Auto,British Columbia,2023-12-25,2024-12-24,7424.65,Cancelled,PAD,Yes
POL006234,CUST007453,AGT05025,Life,Alberta,2023-02-25,2024-02-25,4209.6,Renewed,Cheque,Yes
POL006235,CUST002443,AGT08322,Home,Alberta,2025-03-21,2026-03-21,4321.62,Active,PAD,No
POL006236,CUST005672,AGT08751,Commercial,Quebec,2024-02-06,2025-02-05,2641.44,Renewed,Credit Card,Yes
POL006237,CUST001340,AGT09346,Life,Manitoba,2022-04-17,2023-04-17,2007.93,Lapsed,EFT,Yes
POL006238,CUST003621,AGT09643,Home,Alberta,2023-04-16,2024-04-15,7089.85,Active,Credit Card,No
POL006239,CUST005794,AGT05553,Life,Alberta,2023-06-27,2024-06-26,6964.1,Active,PAD,No
POL006240,CUST005440,AGT09327,Home,British Columbia,2021-12-27,2022-12-27,4445.42,Renewed,Cheque,Yes
POL006241,CUST000741,AGT09977,Farm,Alberta,2022-02-16,2023-02-16,7336.73,Renewed,EFT,Yes
POL006242,CUST007133,AGT01875,Home,British Columbia,2021-08-07,2022-08-07,1229.18,Active,Credit Card,Yes
POL006243,CUST003199,AGT07774,Life,Manitoba,2025-12-11,2026-12-11,1927.15,Renewed,Credit Card,Yes
POL006244,CUST005520,AGT07333,Commercial,Saskatchewan,2024-10-01,2025-10-01,1984.64,Renewed,EFT,Yes
POL006245,CUST004286,AGT06437,Farm,Manitoba,2022-02-09,2023-02-09,7051.02,Renewed,Credit Card,Yes
POL006246,CUST006595,AGT04972,Auto,Manitoba,2023-10-20,2024-10-19,706.44,Renewed,PAD,Yes
POL006247,CUST007788,AGT05285,Home,Alberta,2022-06-05,2023-06-05,2817.29,Renewed,PAD,No
POL006248,CUST005432,AGT04938,Life,Alberta,2022-06-30,2023-06-30,4568.4,Renewed,Credit Card,Yes
POL006249,CUST004116,AGT08358,Tenant,Manitoba,2022-10-12,2023-10-12,571.76,Active,Cheque,Yes
POL006250,CUST000205,AGT09693,Life,Alberta,2023-11-04,2024-11-03,1440.09,Cancelled,Credit Card,Yes
POL006251,CUST002722,AGT04869,Tenant,Alberta,2023-08-12,2024-08-11,3213.02,Active,Credit Card,Yes
POL006252,CUST003028,AGT05131,Tenant,Saskatchewan,2022-11-12,2023-11-12,1056.84,Active,PAD,No
POL006253,CUST007430,AGT09265,Tenant,Quebec,2023-10-02,2024-10-01,3869.89,Cancelled,EFT,Yes
POL006254,CUST003929,AGT02429,Auto,Quebec,2023-10-11,2024-10-10,7164.12,Cancelled,Credit Card,No
POL006255,CUST003206,AGT03939,Home,Ontario,2023-07-17,2024-07-16,5004.28,Active,Cheque,Yes
POL006256,CUST000697,AGT04156,Home,British Columbia,2021-08-23,2022-08-23,5320.54,Lapsed,Credit Card,No
POL006257,CUST001751,AGT08749,Farm,British Columbia,2024-10-30,2025-10-30,3424.89,Cancelled,PAD,No
POL006258,CUST006432,AGT01311,Tenant,British Columbia,2022-10-21,2023-10-21,5373.09,Active,EFT,Yes
POL006259,CUST006540,AGT07806,Commercial,British Columbia,2022-02-01,2023-02-01,6942.94,Active,PAD,Yes
POL006260,CUST001253,AGT08772,Home,Saskatchewan,2025-02-01,2026-02-01,2097.77,Cancelled,Credit Card,Yes
POL006261,CUST001740,AGT06959,Tenant,British Columbia,2024-02-23,2025-02-22,3094.36,Active,Credit Card,No
POL006262,CUST006884,AGT09861,Home,Saskatchewan,2024-07-08,2025-07-08,4389.09,Renewed,Cheque,No
POL006263,CUST006726,AGT08087,Farm,Quebec,2023-08-03,2024-08-02,2674.24,Renewed,PAD,Yes
POL006264,CUST000031,AGT09635,Home,Alberta,2023-02-27,2024-02-27,427.84,Active,Cheque,No
POL006265,CUST004705,AGT01433,Farm,Alberta,2021-01-11,2022-01-11,2875.37,Lapsed,PAD,Yes
POL006266,CUST003155,AGT00689,Auto,Ontario,2023-09-09,2024-09-08,4566.36,Renewed,Credit Card,Yes
POL006267,CUST003767,AGT02866,Farm,Saskatchewan,2022-06-21,2023-06-21,2352.73,Cancelled,EFT,Yes
POL006268,CUST005177,AGT06522,Commercial,Quebec,2021-12-25,2022-12-25,1691.07,Active,EFT,Yes
POL006269,CUST000408,AGT09822,Home,Alberta,2021-04-17,2022-04-17,3039.79,Cancelled,EFT,No
POL006270,CUST007976,AGT09025,Home,Quebec,2024-12-26,2025-12-26,6144.95,Renewed,Cheque,Yes
POL006271,CUST002960,AGT05172,Auto,Manitoba,2024-07-13,2025-07-13,5649.85,Active,Credit Card,No
POL006272,CUST004500,AGT04649,Commercial,Saskatchewan,2025-05-12,2026-05-12,4286.8,Cancelled,Credit Card,No
POL006273,CUST001486,AGT04684,Farm,Ontario,2023-09-01,2024-08-31,4376.23,Renewed,Cheque,Yes
POL006274,CUST003259,AGT04361,Tenant,British Columbia,2024-05-07,2025-05-07,3984.47,Renewed,PAD,No
POL006275,CUST007171,AGT06194,Commercial,Alberta,2021-10-07,2022-10-07,701.62,Cancelled,PAD,Yes
POL006276,CUST003004,AGT03885,Life,Manitoba,2021-01-11,2022-01-11,1070.94,Lapsed,EFT,Yes
POL006277,CUST002885,AGT09438,Farm,British Columbia,2023-09-09,2024-09-08,6902.77,Renewed,Credit Card,Yes
POL006278,CUST003687,AGT09649,Auto,Ontario,2022-09-10,2023-09-10,2716.46,Lapsed,EFT,No
POL006279,CUST002946,AGT09567,Tenant,British Columbia,2025-06-30,2026-06-30,2080.94,Lapsed,PAD,No
POL006280,CUST005336,AGT07351,Farm,Manitoba,2021-05-15,2022-05-15,5097.33,Renewed,Credit Card,No
POL006281,CUST004858,AGT04496,Tenant,Quebec,2021-06-10,2022-06-10,6373.22,Renewed,Cheque,No
POL006282,CUST001613,AGT07485,Home,Saskatchewan,2022-11-11,2023-11-11,4089.96,Lapsed,PAD,Yes
POL006283,CUST002878,AGT00647,Life,British Columbia,2024-01-01,2024-12-31,6143.32,Active,EFT,No
POL006284,CUST003734,AGT00443,Farm,British Columbia,2023-02-26,2024-02-26,4177.26,Renewed,EFT,Yes
POL006285,CUST004955,AGT09982,Life,Saskatchewan,2022-06-18,2023-06-18,1093.98,Active,EFT,Yes
POL006286,CUST005537,AGT08288,Life,British Columbia,2025-10-03,2026-10-03,5447.49,Active,EFT,No
POL006287,CUST007108,AGT07126,Commercial,British Columbia,2024-12-11,2025-12-11,4160.1,Renewed,PAD,Yes
POL006288,CUST004583,AGT07309,Farm,Saskatchewan,2024-04-12,2025-04-12,1110.4,Active,Credit Card,Yes
POL006289,CUST000533,AGT04390,Farm,Ontario,2021-04-04,2022-04-04,5165.34,Active,Cheque,Yes
POL006290,CUST005814,AGT04516,Life,Manitoba,2025-03-24,2026-03-24,7474.13,Lapsed,PAD,Yes
POL006291,CUST000690,AGT06006,Tenant,Manitoba,2022-07-08,2023-07-08,2691.45,Active,Cheque,Yes
POL006292,CUST005535,AGT07496,Tenant,Quebec,2021-08-10,2022-08-10,7094.7,Cancelled,Credit Card,No
POL006293,CUST003386,AGT05062,Home,Quebec,2025-11-08,2026-11-08,3019.13,Active,Cheque,No
POL006294,CUST007072,AGT08814,Tenant,Quebec,2023-01-22,2024-01-22,2837.96,Cancelled,PAD,Yes
POL006295,CUST001147,AGT01646,Auto,Saskatchewan,2021-01-22,2022-01-22,4753.74,Active,EFT,No
POL006296,CUST003446,AGT01648,Commercial,British Columbia,2025-04-22,2026-04-22,3534.39,Renewed,EFT,Yes
POL006297,CUST007698,AGT02723,Life,Alberta,2021-11-14,2022-11-14,6886.72,Renewed,Credit Card,Yes
POL006298,CUST006677,AGT08532,Tenant,Ontario,2022-01-15,2023-01-15,5244.23,Lapsed,PAD,Yes
POL006299,CUST004172,AGT05556,Home,Quebec,2022-04-12,2023-04-12,820.76,Active,Credit Card,Yes
POL006300,CUST001950,AGT02226,Farm,Quebec,2025-12-09,2026-12-09,1091.2,Renewed,EFT,No
POL006301,CUST002288,AGT01419,Commercial,British Columbia,2023-02-19,2024-02-19,2683.45,Lapsed,Credit Card,No
POL006302,CUST000998,AGT01891,Life,Saskatchewan,2023-12-06,2024-12-05,6139.85,Cancelled,Cheque,No
POL006303,CUST002224,AGT08385,Life,Alberta,2024-12-26,2025-12-26,4509.4,Renewed,PAD,No
POL006304,CUST001486,AGT06889,Home,British Columbia,2021-05-16,2022-05-16,5889.55,Lapsed,PAD,Yes
POL006305,CUST000481,AGT04269,Farm,Manitoba,2023-02-05,2024-02-05,2078.21,Renewed,EFT,No
POL006306,CUST001732,AGT09956,Life,Ontario,2023-05-27,2024-05-26,3989.73,Lapsed,EFT,Yes
POL006307,CUST000388,AGT06137,Commercial,Alberta,2023-04-18,2024-04-17,2472.48,Lapsed,PAD,No
POL006308,CUST005166,AGT01085,Home,Manitoba,2021-05-14,2022-05-14,6226.9,Renewed,PAD,Yes
POL006309,CUST005491,AGT05094,Auto,Ontario,2023-12-23,2024-12-22,773.54,Renewed,EFT,Yes
POL006310,CUST003672,AGT01550,Life,Saskatchewan,2024-05-20,2025-05-20,7893.24,Active,Credit Card,Yes
POL006311,CUST001810,AGT08208,Life,British Columbia,2025-07-28,2026-07-28,4495.66,Active,EFT,No
POL006312,CUST005117,AGT07649,Home,Alberta,2021-09-13,2022-09-13,5858.55,Lapsed,Cheque,No
POL006313,CUST000577,AGT09484,Life,Alberta,2025-11-01,2026-11-01,4031.85,Lapsed,Credit Card,No
POL006314,CUST003759,AGT04299,Farm,Quebec,2024-03-27,2025-03-27,6836.43,Lapsed,EFT,No
POL006315,CUST005489,AGT00590,Life,Alberta,2023-08-05,2024-08-04,5759.43,Lapsed,Cheque,Yes
POL006316,CUST003711,AGT06391,Farm,Ontario,2023-03-02,2024-03-01,1966.9,Renewed,PAD,Yes
POL006317,CUST000187,AGT01506,Life,Saskatchewan,2025-10-31,2026-10-31,7574.19,Renewed,Cheque,No
POL006318,CUST002467,AGT06876,Farm,Quebec,2022-01-04,2023-01-04,2525.56,Renewed,Cheque,Yes
POL006319,CUST000814,AGT07109,Auto,Saskatchewan,2025-01-13,2026-01-13,3570.37,Cancelled,Credit Card,No
POL006320,CUST005789,AGT01974,Auto,Manitoba,2021-10-04,2022-10-04,7996.87,Lapsed,PAD,No
POL006321,CUST005330,AGT01159,Commercial,Ontario,2025-11-14,2026-11-14,6136.97,Cancelled,PAD,Yes
POL006322,CUST002737,AGT00051,Tenant,Saskatchewan,2021-06-17,2022-06-17,4176.99,Cancelled,Cheque,No
POL006323,CUST005599,AGT00894,Life,Manitoba,2021-02-03,2022-02-03,3268.88,Active,Credit Card,Yes
POL006324,CUST006335,AGT04526,Home,Ontario,2022-10-05,2023-10-05,3887.26,Renewed,Credit Card,No
POL006325,CUST002558,AGT06540,Home,Alberta,2022-10-26,2023-10-26,2811.96,Lapsed,EFT,Yes
POL006326,CUST006855,AGT09126,Life,Quebec,2022-12-30,2023-12-30,2394.21,Lapsed,PAD,Yes
POL006327,CUST005635,AGT06808,Tenant,Saskatchewan,2023-01-16,2024-01-16,7499.55,Cancelled,Cheque,No
POL006328,CUST002718,AGT06021,Farm,Ontario,2022-12-11,2023-12-11,1138.07,Lapsed,EFT,Yes
POL006329,CUST002418,AGT09807,Tenant,British Columbia,2025-08-20,2026-08-20,7079.08,Cancelled,PAD,Yes
POL006330,CUST000477,AGT05228,Commercial,Alberta,2022-05-25,2023-05-25,5681.76,Active,Cheque,Yes
POL006331,CUST001180,AGT07974,Commercial,British Columbia,2023-09-27,2024-09-26,4334.46,Active,PAD,No
POL006332,CUST002107,AGT00438,Commercial,Quebec,2025-10-01,2026-10-01,6874.54,Cancelled,Credit Card,Yes
POL006333,CUST007974,AGT08647,Tenant,Saskatchewan,2024-07-01,2025-07-01,4254.16,Renewed,PAD,Yes
POL006334,CUST000127,AGT00102,Auto,British Columbia,2021-05-04,2022-05-04,6197.57,Cancelled,Credit Card,No
POL006335,CUST001207,AGT03288,Tenant,British Columbia,2022-02-25,2023-02-25,7837.94,Cancelled,Cheque,No
POL006336,CUST002902,AGT01774,Tenant,Saskatchewan,2023-01-13,2024-01-13,1466.26,Active,PAD,Yes
POL006337,CUST007330,AGT03848,Auto,Quebec,2024-01-18,2025-01-17,4944.06,Cancelled,EFT,Yes
POL006338,CUST005757,AGT03847,Farm,Quebec,2024-04-13,2025-04-13,6084.31,Renewed,Cheque,No
POL006339,CUST006156,AGT08080,Commercial,Manitoba,2022-10-18,2023-10-18,2716.33,Cancelled,EFT,No
POL006340,CUST003447,AGT05806,Home,Alberta,2024-09-06,2025-09-06,5162.32,Renewed,Credit Card,Yes
POL006341,CUST006339,AGT01293,Auto,Manitoba,2024-01-29,2025-01-28,4254.63,Renewed,Credit Card,No
POL006342,CUST002301,AGT05900,Tenant,Ontario,2024-05-18,2025-05-18,6659.38,Cancelled,Credit Card,Yes
POL006343,CUST002364,AGT04635,Auto,British Columbia,2024-11-26,2025-11-26,1628.82,Active,EFT,No
POL006344,CUST002819,AGT04777,Commercial,Saskatchewan,2024-10-03,2025-10-03,5692.9,Renewed,PAD,No
POL006345,CUST001422,AGT01529,Tenant,Alberta,2023-07-10,2024-07-09,4430.04,Lapsed,Credit Card,No
POL006346,CUST000586,AGT00783,Home,Manitoba,2022-12-08,2023-12-08,4125.77,Lapsed,Cheque,Yes
POL006347,CUST000303,AGT00584,Commercial,British Columbia,2021-01-30,2022-01-30,7260.32,Lapsed,EFT,Yes
POL006348,CUST006748,AGT00688,Commercial,Manitoba,2021-04-28,2022-04-28,6124.97,Active,PAD,Yes
POL006349,CUST006999,AGT09145,Tenant,Alberta,2024-06-18,2025-06-18,2530.85,Lapsed,Credit Card,No
POL006350,CUST005468,AGT06743,Home,Manitoba,2024-11-10,2025-11-10,3914.44,Cancelled,Credit Card,No
POL006351,CUST000997,AGT05810,Tenant,Quebec,2025-05-04,2026-05-04,2738.54,Cancelled,EFT,Yes
POL006352,CUST007471,AGT04057,Commercial,Ontario,2025-07-22,2026-07-22,617.25,Renewed,Credit Card,Yes
POL006353,CUST001128,AGT08411,Farm,Manitoba,2022-09-29,2023-09-29,1951.27,Lapsed,PAD,No
POL006354,CUST002308,AGT07536,Farm,Saskatchewan,2025-06-23,2026-06-23,3905.55,Lapsed,Credit Card,Yes
POL006355,CUST002529,AGT08215,Farm,British Columbia,2022-04-02,2023-04-02,4350.31,Active,Credit Card,Yes
POL006356,CUST003578,AGT07588,Auto,British Columbia,2023-09-21,2024-09-20,6744.12,Renewed,Credit Card,Yes
POL006357,CUST007683,AGT09693,Auto,Alberta,2024-09-09,2025-09-09,4656.72,Cancelled,EFT,Yes
POL006358,CUST002478,AGT06095,Auto,British Columbia,2024-03-27,2025-03-27,6651.52,Lapsed,EFT,Yes
POL006359,CUST005824,AGT04541,Commercial,Quebec,2024-09-28,2025-09-28,6675.27,Cancelled,PAD,Yes
POL006360,CUST004403,AGT09046,Life,British Columbia,2025-01-23,2026-01-23,561.03,Active,Cheque,No
POL006361,CUST001805,AGT04661,Commercial,Alberta,2022-05-07,2023-05-07,2792.27,Cancelled,PAD,No
POL006362,CUST007506,AGT02749,Farm,Manitoba,2022-11-11,2023-11-11,1659.43,Renewed,PAD,Yes
POL006363,CUST000531,AGT08410,Tenant,Alberta,2021-05-12,2022-05-12,6374.69,Lapsed,PAD,Yes
POL006364,CUST004486,AGT03144,Tenant,British Columbia,2024-03-10,2025-03-10,5597.25,Cancelled,Cheque,Yes
POL006365,CUST002445,AGT08685,Auto,Ontario,2023-09-15,2024-09-14,6339.39,Lapsed,Cheque,No
POL006366,CUST004903,AGT09614,Farm,Quebec,2024-12-16,2025-12-16,1128.14,Cancelled,Credit Card,Yes
POL006367,CUST003588,AGT03869,Home,Quebec,2023-11-25,2024-11-24,7737.14,Lapsed,Credit Card,Yes
POL006368,CUST003482,AGT08673,Life,Ontario,2021-11-28,2022-11-28,6474.16,Active,EFT,No
POL006369,CUST007247,AGT05225,Farm,Alberta,2023-01-31,2024-01-31,2908.05,Renewed,EFT,No
POL006370,CUST006292,AGT04388,Tenant,British Columbia,2022-05-14,2023-05-14,7688.38,Renewed,EFT,No
POL006371,CUST004330,AGT00750,Auto,British Columbia,2024-02-04,2025-02-03,1561.71,Renewed,PAD,No
POL006372,CUST000760,AGT04931,Commercial,Quebec,2023-03-12,2024-03-11,6157.71,Renewed,PAD,No
POL006373,CUST006158,AGT08757,Auto,Quebec,2024-03-19,2025-03-19,7386.66,Renewed,EFT,No
POL006374,CUST004776,AGT03205,Life,British Columbia,2022-03-08,2023-03-08,509.74,Active,PAD,No
POL006375,CUST002267,AGT06412,Tenant,Quebec,2025-11-29,2026-11-29,6400.93,Active,Credit Card,No
POL006376,CUST006824,AGT02524,Tenant,Saskatchewan,2025-09-02,2026-09-02,3720.48,Renewed,Cheque,Yes
POL006377,CUST005841,AGT00266,Tenant,Quebec,2021-05-03,2022-05-03,1167.87,Active,Cheque,No
POL006378,CUST006802,AGT08614,Commercial,Alberta,2022-08-26,2023-08-26,6364.73,Renewed,Credit Card,No
POL006379,CUST004206,AGT09378,Commercial,Alberta,2024-01-27,2025-01-26,4426.43,Lapsed,PAD,Yes
POL006380,CUST005015,AGT06983,Farm,British Columbia,2021-09-17,2022-09-17,5213.72,Cancelled,Credit Card,Yes
POL006381,CUST002143,AGT06541,Auto,British Columbia,2021-01-26,2022-01-26,4479.29,Cancelled,Credit Card,No
POL006382,CUST007133,AGT00667,Life,Ontario,2022-12-21,2023-12-21,2189.35,Active,EFT,Yes
POL006383,CUST004406,AGT06593,Life,British Columbia,2022-07-18,2023-07-18,7568.83,Renewed,PAD,Yes
POL006384,CUST002524,AGT07541,Life,Saskatchewan,2025-05-03,2026-05-03,6483.77,Cancelled,EFT,Yes
POL006385,CUST006490,AGT04305,Commercial,Manitoba,2021-01-10,2022-01-10,2866.94,Active,Credit Card,Yes
POL006386,CUST003218,AGT09528,Commercial,Quebec,2025-11-24,2026-11-24,1446.2,Active,PAD,Yes
POL006387,CUST000876,AGT07212,Auto,Quebec,2022-03-17,2023-03-17,1327.98,Lapsed,PAD,No
POL006388,CUST004163,AGT08072,Tenant,Quebec,2023-07-02,2024-07-01,5907.84,Renewed,PAD,Yes
POL006389,CUST002137,AGT09351,Farm,Quebec,2024-07-30,2025-07-30,4840.55,Cancelled,PAD,Yes
POL006390,CUST005908,AGT02876,Auto,Quebec,2023-12-08,2024-12-07,7937.24,Cancelled,EFT,No
POL006391,CUST005305,AGT05323,Tenant,British Columbia,2024-10-05,2025-10-05,436.41,Active,Cheque,Yes
POL006392,CUST004323,AGT05867,Farm,Ontario,2023-02-23,2024-02-23,3179.81,Active,PAD,No
POL006393,CUST001070,AGT04798,Life,British Columbia,2023-07-11,2024-07-10,728.31,Renewed,Cheque,No
POL006394,CUST002833,AGT03491,Farm,Ontario,2022-10-06,2023-10-06,1045.03,Active,PAD,Yes
POL006395,CUST007819,AGT09824,Home,Ontario,2024-12-22,2025-12-22,6984.56,Active,PAD,No
POL006396,CUST001425,AGT09651,Home,Saskatchewan,2021-12-20,2022-12-20,2466.05,Renewed,Credit Card,No
POL006397,CUST002791,AGT08321,Commercial,Ontario,2023-05-31,2024-05-30,5181.7,Lapsed,Cheque,No
POL006398,CUST007302,AGT04013,Farm,British Columbia,2024-05-07,2025-05-07,4394.51,Lapsed,Credit Card,Yes
POL006399,CUST004129,AGT03750,Auto,Saskatchewan,2023-03-07,2024-03-06,3359.55,Cancelled,PAD,Yes
POL006400,CUST002066,AGT07938,Tenant,Ontario,2023-11-30,2024-11-29,7478.9,Active,Credit Card,No
POL006401,CUST003252,AGT03576,Commercial,Alberta,2022-01-03,2023-01-03,5686.12,Renewed,PAD,Yes
POL006402,CUST006132,AGT01803,Auto,Quebec,2025-10-15,2026-10-15,2732.67,Cancelled,EFT,No
POL006403,CUST001279,AGT04737,Auto,British Columbia,2024-10-24,2025-10-24,6042.39,Cancelled,Cheque,No
POL006404,CUST003252,AGT07854,Commercial,Saskatchewan,2024-04-02,2025-04-02,5270.43,Active,EFT,Yes
POL006405,CUST000438,AGT03453,Home,Saskatchewan,2023-01-28,2024-01-28,7286.24,Lapsed,Credit Card,No
POL006406,CUST002073,AGT06125,Commercial,Quebec,2021-10-19,2022-10-19,5263.27,Active,EFT,Yes
POL006407,CUST000467,AGT08330,Life,British Columbia,2023-01-03,2024-01-03,5770.49,Renewed,Credit Card,No
POL006408,CUST005264,AGT09666,Farm,Alberta,2021-03-28,2022-03-28,3318.67,Cancelled,Cheque,No
POL006409,CUST002054,AGT06903,Home,Alberta,2023-09-24,2024-09-23,4595.99,Active,Credit Card,Yes
POL006410,CUST003529,AGT09789,Auto,Saskatchewan,2021-10-11,2022-10-11,3265.01,Renewed,PAD,No
POL006411,CUST006118,AGT03953,Life,Saskatchewan,2021-02-22,2022-02-22,4460.54,Lapsed,Credit Card,Yes
POL006412,CUST004302,AGT05106,Tenant,British Columbia,2022-01-11,2023-01-11,965.66,Lapsed,PAD,Yes
POL006413,CUST007274,AGT07671,Farm,Alberta,2022-09-01,2023-09-01,1919.39,Lapsed,Cheque,Yes
POL006414,CUST001882,AGT06509,Auto,Quebec,2024-05-15,2025-05-15,2696.18,Renewed,PAD,No
POL006415,CUST007990,AGT06547,Home,Ontario,2021-02-10,2022-02-10,6035.98,Cancelled,EFT,Yes
POL006416,CUST000188,AGT04480,Commercial,Alberta,2021-12-06,2022-12-06,3883.49,Renewed,Credit Card,Yes
POL006417,CUST006154,AGT04884,Tenant,Ontario,2022-03-29,2023-03-29,2679.55,Lapsed,PAD,No
POL006418,CUST005476,AGT03118,Life,Quebec,2021-11-17,2022-11-17,1578.64,Lapsed,Credit Card,Yes
POL006419,CUST004956,AGT04222,Auto,Manitoba,2021-07-21,2022-07-21,5145.44,Renewed,PAD,No
POL006420,CUST004557,AGT01867,Farm,Ontario,2022-04-08,2023-04-08,6640.11,Lapsed,PAD,Yes
POL006421,CUST005301,AGT07696,Commercial,Quebec,2022-07-21,2023-07-21,1946.94,Active,Credit Card,Yes
POL006422,CUST006343,AGT08521,Tenant,Saskatchewan,2023-04-09,2024-04-08,6224.28,Cancelled,Cheque,Yes
POL006423,CUST003246,AGT02187,Auto,Quebec,2021-05-02,2022-05-02,3311.81,Cancelled,Credit Card,Yes
POL006424,CUST004668,AGT00962,Life,Quebec,2021-08-09,2022-08-09,4372.29,Lapsed,EFT,Yes
POL006425,CUST000121,AGT09379,Commercial,Saskatchewan,2023-03-24,2024-03-23,2145.54,Active,Cheque,Yes
POL006426,CUST002535,AGT09681,Commercial,Alberta,2021-06-01,2022-06-01,6863.94,Lapsed,EFT,Yes
POL006427,CUST004370,AGT05181,Life,Ontario,2025-10-21,2026-10-21,4701.1,Renewed,PAD,Yes
POL006428,CUST006677,AGT01752,Auto,Quebec,2022-06-09,2023-06-09,2756.79,Lapsed,Cheque,No
POL006429,CUST002240,AGT08764,Auto,Alberta,2021-09-06,2022-09-06,2944.0,Active,Cheque,No
POL006430,CUST006198,AGT06742,Commercial,Quebec,2022-12-09,2023-12-09,7468.91,Lapsed,Cheque,Yes
POL006431,CUST007093,AGT09993,Commercial,Quebec,2025-12-31,2026-12-31,505.16,Active,PAD,No
POL006432,CUST003879,AGT01526,Home,Quebec,2021-10-17,2022-10-17,7713.59,Cancelled,Credit Card,No
POL006433,CUST004046,AGT02020,Auto,Ontario,2024-02-07,2025-02-06,4367.56,Active,Credit Card,Yes
POL006434,CUST003738,AGT09342,Home,Ontario,2021-04-19,2022-04-19,7573.7,Renewed,EFT,No
POL006435,CUST003107,AGT08335,Tenant,Ontario,2025-08-21,2026-08-21,6235.89,Lapsed,Credit Card,Yes
POL006436,CUST004755,AGT05810,Farm,Quebec,2023-01-20,2024-01-20,6239.9,Renewed,PAD,Yes
POL006437,CUST000863,AGT01680,Life,Quebec,2021-04-03,2022-04-03,1514.25,Renewed,Cheque,Yes
POL006438,CUST004916,AGT08776,Commercial,Alberta,2025-09-28,2026-09-28,6572.77,Cancelled,EFT,No
POL006439,CUST002738,AGT04321,Auto,Alberta,2021-03-23,2022-03-23,3073.15,Active,EFT,No
POL006440,CUST003377,AGT04840,Farm,Manitoba,2025-02-19,2026-02-19,1045.34,Renewed,PAD,Yes
POL006441,CUST007306,AGT07157,Auto,Alberta,2024-10-01,2025-10-01,7762.94,Lapsed,EFT,No
POL006442,CUST007664,AGT03985,Auto,Manitoba,2024-10-22,2025-10-22,1515.94,Lapsed,Credit Card,Yes
POL006443,CUST005707,AGT04554,Tenant,Saskatchewan,2025-03-13,2026-03-13,1966.18,Cancelled,Cheque,Yes
POL006444,CUST006068,AGT05249,Tenant,British Columbia,2021-09-22,2022-09-22,3408.69,Cancelled,Cheque,No
POL006445,CUST005578,AGT09937,Home,British Columbia,2024-02-04,2025-02-03,2626.13,Cancelled,PAD,Yes
POL006446,CUST000081,AGT09453,Farm,British Columbia,2021-10-10,2022-10-10,3370.29,Cancelled,Cheque,No
POL006447,CUST000078,AGT01332,Home,Alberta,2023-03-05,2024-03-04,2708.1,Renewed,Cheque,No
POL006448,CUST001144,AGT00400,Auto,Alberta,2025-06-10,2026-06-10,4076.81,Cancelled,Cheque,Yes
POL006449,CUST006446,AGT09319,Life,Quebec,2022-06-18,2023-06-18,2055.51,Lapsed,Credit Card,No
POL006450,CUST001239,AGT00956,Home,Saskatchewan,2022-10-20,2023-10-20,4955.24,Cancelled,Credit Card,No
POL006451,CUST005159,AGT07087,Farm,Quebec,2025-12-27,2026-12-27,4097.18,Cancelled,PAD,No
POL006452,CUST006766,AGT07816,Home,Ontario,2022-07-15,2023-07-15,3612.45,Active,EFT,No
POL006453,CUST005138,AGT00262,Home,British Columbia,2022-07-30,2023-07-30,6593.72,Active,EFT,No
