claim_id,policy_id,agent_id,claim_type,claim_date,resolution_date,claim_amount,approved_amount,status,region,days_to_resolve
CLM005620,POL007535,AGT02879,Fire,2023-02-01,2023-04-02,63976.36,0,Open,Manitoba,60
CLM005621,POL006435,AGT07757,Wind/Hail,2023-05-09,2023-07-20,26028.75,22037.07,Closed,Manitoba,72
CLM005622,POL001544,AGT01590,Theft,2024-07-08,2024-09-04,24569.49,15840.15,Approved,Manitoba,58
CLM005623,POL004598,AGT08633,Water Damage,2023-06-23,2023-07-28,42518.19,0,Closed,Saskatchewan,35
CLM005624,POL009343,AGT00596,Theft,2023-02-02,2023-05-18,50322.42,37527.83,Open,Manitoba,105
CLM005625,POL003881,AGT07820,Liability,2023-01-15,2023-04-16,9950.11,9907.85,Denied,Saskatchewan,91
CLM005626,POL001143,AGT07407,Collision,2023-02-04,2023-03-25,38317.33,2398.97,In Review,Alberta,49
CLM005627,POL005981,AGT06628,Theft,2025-08-22,2025-10-11,16692.72,12050.1,Open,Alberta,50
CLM005628,POL000434,AGT04478,Fire,2025-09-08,2025-10-29,66925.27,4898.39,Denied,Ontario,51
CLM005629,POL002707,AGT01342,Liability,2021-10-17,2021-10-25,35806.6,0,Denied,British Columbia,8
CLM005630,POL002395,AGT09021,Fire,2022-04-06,2022-06-03,48500.78,33679.14,Denied,Manitoba,58
CLM005631,POL007673,AGT01628,Water Damage,2023-11-26,2024-02-06,40243.75,26944.63,Open,Alberta,72
CLM005632,POL000149,AGT05315,Water Damage,2022-01-28,2022-05-22,54798.35,0,Open,British Columbia,114
CLM005633,POL009446,AGT00164,Collision,2025-12-18,2026-01-27,49279.05,32166.71,Denied,Saskatchewan,40
CLM005634,POL006256,AGT06295,Fire,2024-12-04,2024-12-15,25956.01,4281.67,Approved,Alberta,11
CLM005635,POL006688,AGT07944,Collision,2022-07-04,2022-09-24,39989.67,0,Approved,Quebec,82
CLM005636,POL001525,AGT09642,Collision,2023-08-13,2023-10-12,26566.2,14599.85,Denied,Quebec,60
CLM005637,POL008517,AGT05637,Water Damage,2023-07-19,2023-08-29,19134.29,11193.58,Approved,Ontario,41
CLM005638,POL007761,AGT03776,Water Damage,2022-10-12,2022-10-16,58458.43,3491.29,Open,Saskatchewan,4
CLM005639,POL000082,AGT01708,Liability,2023-05-11,2023-09-06,43724.3,7085.54,Closed,Quebec,118
CLM005640,POL001824,AGT04318,Water Damage,2025-02-25,2025-06-13,43636.0,29744.55,Approved,Alberta,108
CLM005641,POL005862,AGT03281,Flood,2024-04-20,2024-05-22,41108.46,28084.22,Closed,British Columbia,32
CLM005642,POL007966,AGT07560,Flood,2023-02-17,2023-04-11,25350.81,0,Denied,British Columbia,53
CLM005643,POL005984,AGT01498,Water Damage,2022-09-29,2023-01-08,15843.67,0,Open,Manitoba,101
CLM005644,POL006543,AGT08223,Fire,2022-08-25,2022-09-22,27712.8,3733.52,Approved,Quebec,28
CLM005645,POL008633,AGT04644,Water Damage,2023-06-22,2023-10-14,16663.03,0,In Review,Saskatchewan,114
CLM005646,POL002558,AGT03354,Fire,2021-02-02,2021-04-22,50533.12,47213.64,Approved,Manitoba,79
CLM005647,POL001126,AGT07539,Liability,2024-01-13,2024-04-01,41897.34,10003.98,Denied,Manitoba,79
CLM005648,POL004904,AGT06887,Water Damage,2021-07-16,2021-08-25,54772.65,33769.19,Closed,Quebec,40
CLM005649,POL009429,AGT04928,Water Damage,2022-12-29,2023-04-06,59299.22,39982.22,Closed,Saskatchewan,98
CLM005650,POL008990,AGT01438,Flood,2025-09-01,2025-09-04,43764.06,36004.12,Denied,Ontario,3
CLM005651,POL002803,AGT08650,Theft,2024-11-26,2025-02-22,45464.12,41965.34,Denied,Alberta,88
CLM005652,POL004889,AGT06031,Water Damage,2024-12-25,2025-04-03,59894.72,2566.48,In Review,Alberta,99
CLM005653,POL002435,AGT07791,Collision,2022-08-21,2022-08-27,25089.91,8111.42,Denied,Quebec,6
CLM005654,POL007896,AGT02741,Water Damage,2024-08-02,2024-09-25,21902.55,19976.42,Open,Manitoba,54
CLM005655,POL005564,AGT04460,Flood,2023-08-04,2023-08-07,40331.85,4285.68,Closed,Alberta,3
CLM005656,POL007250,AGT09273,Fire,2021-10-18,2022-01-05,62679.9,59866.56,Approved,Manitoba,79
CLM005657,POL001864,AGT03502,Collision,2024-08-10,2024-08-29,48030.15,24041.23,In Review,Saskatchewan,19
CLM005658,POL000816,AGT08608,Fire,2022-06-07,2022-09-07,28479.86,3429.76,Closed,Manitoba,92
CLM005659,POL003746,AGT02542,Water Damage,2023-08-26,2023-10-28,63627.71,50432.03,Open,Quebec,63
CLM005660,POL004586,AGT04796,Wind/Hail,2021-06-27,2021-09-12,53811.81,2393.94,Open,British Columbia,77
CLM005661,POL005074,AGT08133,Water Damage,2022-07-19,2022-09-06,12003.12,923.99,Denied,Saskatchewan,49
CLM005662,POL007942,AGT03087,Collision,2021-03-05,2021-05-03,39667.72,9687.79,Denied,British Columbia,59
CLM005663,POL002630,AGT06787,Liability,2025-11-07,2025-11-27,53395.92,10957.28,Closed,Quebec,20
CLM005664,POL004189,AGT00615,Wind/Hail,2022-06-20,2022-08-24,56540.34,13695.38,Approved,Saskatchewan,65
CLM005665,POL008570,AGT05045,Water Damage,2025-05-16,2025-08-05,45849.31,22402.85,In Review,Ontario,81
CLM005666,POL008350,AGT02341,Water Damage,2021-04-05,2021-08-01,48746.66,0,Denied,Alberta,118
CLM005667,POL001629,AGT05933,Collision,2025-08-26,2025-10-29,44276.86,2507.74,Open,British Columbia,64
CLM005668,POL006080,AGT00553,Water Damage,2025-11-06,2026-02-25,21579.65,5688.62,Open,Alberta,111
CLM005669,POL009736,AGT01917,Flood,2024-10-13,2025-02-02,52254.65,18109.43,Denied,Ontario,112
CLM005670,POL001653,AGT04717,Theft,2022-04-24,2022-05-04,57639.55,43902.32,Open,British Columbia,10
CLM005671,POL004744,AGT00123,Wind/Hail,2025-11-20,2026-02-11,6225.01,2571.92,Closed,Alberta,83
CLM005672,POL007608,AGT08098,Water Damage,2024-04-19,2024-06-25,63379.26,34200.88,Closed,Alberta,67
CLM005673,POL003504,AGT05711,Flood,2023-09-25,2023-12-30,4222.83,3227.78,In Review,Quebec,96
CLM005674,POL003475,AGT04310,Liability,2022-10-29,2023-02-11,63239.03,0,Open,Saskatchewan,105
CLM005675,POL006725,AGT01923,Fire,2024-11-18,2024-11-19,40648.94,39407.57,In Review,Ontario,1
CLM005676,POL003372,AGT09593,Collision,2022-08-28,2022-12-11,5699.51,1265.55,Closed,Quebec,105
CLM005677,POL001190,AGT08921,Water Damage,2021-07-29,2021-10-21,2120.85,485.1,Closed,Saskatchewan,84
CLM005678,POL008813,AGT05310,Wind/Hail,2025-08-11,2025-09-09,38465.12,20140.02,Approved,Saskatchewan,29
CLM005679,POL000156,AGT05610,Fire,2023-06-18,2023-07-02,50475.71,45662.24,Open,Quebec,14
CLM005680,POL005748,AGT04858,Fire,2021-12-10,2022-01-06,17034.74,5540.83,Approved,Manitoba,27
CLM005681,POL000365,AGT03777,Wind/Hail,2023-10-18,2023-10-20,62086.2,3996.28,Closed,Manitoba,2
CLM005682,POL007170,AGT00052,Wind/Hail,2025-10-02,2026-01-21,35665.11,32736.22,Closed,Alberta,111
CLM005683,POL001245,AGT05970,Theft,2022-08-26,2022-12-06,57054.14,12517.19,Closed,Ontario,102
CLM005684,POL000168,AGT03250,Fire,2025-09-14,2025-09-30,11992.68,0,Open,Alberta,16
CLM005685,POL001433,AGT07278,Water Damage,2025-08-20,2025-12-16,26866.89,9311.75,In Review,British Columbia,118
CLM005686,POL008790,AGT01861,Wind/Hail,2025-10-12,2025-10-13,73012.09,63799.28,In Review,Alberta,1
CLM005687,POL002318,AGT02279,Theft,2025-10-21,2025-11-12,27513.61,27140.98,Open,Manitoba,22
CLM005688,POL005510,AGT07953,Fire,2024-10-05,2024-12-12,11053.83,2550.82,Closed,Manitoba,68
CLM005689,POL007805,AGT00291,Liability,2024-01-16,2024-02-06,23765.06,17534.15,Closed,Quebec,21
CLM005690,POL005425,AGT09332,Flood,2021-04-25,2021-08-09,67701.82,0,Approved,Quebec,106
CLM005691,POL008372,AGT01433,Fire,2021-01-28,2021-04-15,52820.76,9947.99,Denied,British Columbia,77
CLM005692,POL000317,AGT01900,Liability,2022-06-18,2022-09-05,43324.88,9432.32,Closed,Saskatchewan,79
CLM005693,POL003627,AGT03452,Fire,2021-08-26,2021-10-30,26626.7,25199.55,In Review,Ontario,65
CLM005694,POL000264,AGT07265,Collision,2024-10-29,2025-01-31,33116.66,23707.04,In Review,Ontario,94
CLM005695,POL002429,AGT06063,Flood,2021-11-12,2022-02-20,42791.08,5244.54,Approved,Alberta,100
CLM005696,POL007109,AGT07445,Flood,2025-01-22,2025-05-12,55356.09,0,Approved,Alberta,110
CLM005697,POL003636,AGT07157,Flood,2024-01-26,2024-05-10,64822.14,28153.16,Approved,Saskatchewan,105
CLM005698,POL007926,AGT06987,Theft,2021-07-21,2021-08-11,53834.13,22209.4,Closed,Manitoba,21
CLM005699,POL008951,AGT05960,Collision,2025-01-26,2025-02-02,54534.9,0,In Review,Manitoba,7
CLM005700,POL003449,AGT07412,Theft,2023-01-06,2023-04-06,934.85,434.02,Open,Alberta,90
CLM005701,POL002296,AGT09583,Collision,2021-05-09,2021-07-20,7133.38,2595.16,Approved,Alberta,72
CLM005702,POL001060,AGT02163,Wind/Hail,2022-04-09,2022-07-30,22541.02,0,Approved,Quebec,112
CLM005703,POL009011,AGT02616,Water Damage,2022-02-27,2022-03-21,34872.38,21354.13,Denied,Saskatchewan,22
CLM005704,POL007892,AGT09726,Wind/Hail,2023-09-20,2023-11-04,48622.93,26940.08,Open,Ontario,45
CLM005705,POL006886,AGT04268,Theft,2025-03-11,2025-06-30,5403.67,5177.39,Open,British Columbia,111
CLM005706,POL002161,AGT01721,Wind/Hail,2023-03-22,2023-05-27,71815.87,37689.83,In Review,Saskatchewan,66
CLM005707,POL003058,AGT08103,Theft,2022-05-13,2022-07-11,57714.05,38761.33,Open,Alberta,59
CLM005708,POL000107,AGT08681,Fire,2025-06-12,2025-07-21,32421.99,975.12,Approved,Saskatchewan,39
CLM005709,POL005080,AGT05685,Liability,2023-08-25,2023-09-21,30449.04,15882.08,Denied,Ontario,27
CLM005710,POL003111,AGT01776,Fire,2024-12-02,2025-01-29,42405.95,30746.54,Open,British Columbia,58
CLM005711,POL007005,AGT07564,Collision,2023-04-30,2023-07-12,67987.27,2562.55,Open,Manitoba,73
CLM005712,POL003214,AGT05513,Liability,2022-12-05,2023-01-07,50430.65,17011.22,Closed,Manitoba,33
CLM005713,POL002500,AGT04330,Fire,2024-12-24,2025-04-19,35244.52,10148.3,Closed,British Columbia,116
CLM005714,POL004753,AGT08764,Water Damage,2024-04-20,2024-08-11,35662.8,6885.47,Denied,British Columbia,113
CLM005715,POL002848,AGT09604,Water Damage,2021-03-30,2021-07-24,43478.79,0,In Review,Manitoba,116
CLM005716,POL009228,AGT07500,Liability,2021-08-27,2021-09-18,37926.11,1532.05,Approved,Quebec,22
CLM005717,POL005333,AGT05241,Flood,2025-05-05,2025-05-19,40201.48,24824.89,In Review,Saskatchewan,14
CLM005718,POL007830,AGT09849,Theft,2021-05-24,2021-08-24,48956.14,0,Closed,British Columbia,92
CLM005719,POL005795,AGT00286,Water Damage,2022-12-04,2023-01-15,62848.54,0,Open,Saskatchewan,42
CLM005720,POL007071,AGT07281,Fire,2024-09-10,2024-10-26,874.56,628.44,Open,British Columbia,46
CLM005721,POL005721,AGT04616,Flood,2025-03-18,2025-05-25,41549.98,30917.2,In Review,Quebec,68
CLM005722,POL000160,AGT09085,Liability,2023-08-23,2023-10-26,37580.81,25007.24,Approved,British Columbia,64
CLM005723,POL008981,AGT09696,Collision,2024-02-16,2024-04-26,27697.09,25466.88,Denied,Alberta,70
CLM005724,POL002644,AGT02412,Liability,2025-11-03,2026-02-08,40001.18,11170.85,Closed,Saskatchewan,97
CLM005725,POL005011,AGT06949,Theft,2023-10-22,2024-01-30,65700.05,46902.65,Denied,Ontario,100
CLM005726,POL000955,AGT06385,Wind/Hail,2025-07-20,2025-07-26,44128.56,41851.31,Denied,Saskatchewan,6
CLM005727,POL009319,AGT09008,Fire,2024-10-13,2024-11-08,67494.08,64601.77,Approved,Saskatchewan,26
CLM005728,POL003349,AGT07904,Collision,2022-10-03,2022-12-01,66834.81,24642.19,Closed,Saskatchewan,59
CLM005729,POL009489,AGT02909,Theft,2024-03-14,2024-03-18,19452.18,7779.85,Approved,Saskatchewan,4
CLM005730,POL009747,AGT08330,Water Damage,2024-05-13,2024-05-17,36201.83,18280.31,In Review,Saskatchewan,4
CLM005731,POL001038,AGT08465,Flood,2024-09-29,2024-11-10,4873.61,4733.86,In Review,Quebec,42
CLM005732,POL007469,AGT04637,Fire,2022-07-05,2022-07-17,14886.36,0,Open,Ontario,12
CLM005733,POL009557,AGT09164,Flood,2023-10-30,2023-11-12,50817.82,31203.09,Open,Quebec,13
CLM005734,POL007800,AGT07903,Collision,2021-01-29,2021-04-28,57878.91,30171.77,Open,Saskatchewan,89
CLM005735,POL009798,AGT09963,Collision,2023-05-21,2023-07-15,49536.17,46706.93,In Review,Alberta,55
CLM005736,POL003949,AGT09634,Collision,2021-10-17,2022-01-15,6751.01,0,Approved,Quebec,90
CLM005737,POL006253,AGT04028,Liability,2025-07-19,2025-09-28,11814.04,7101.74,Open,Quebec,71
CLM005738,POL000846,AGT09341,Flood,2024-06-09,2024-08-28,64467.25,23424.44,Denied,Saskatchewan,80
CLM005739,POL005970,AGT08332,Flood,2021-09-15,2022-01-08,64172.83,0,Approved,Quebec,115
CLM005740,POL008491,AGT00203,Fire,2021-01-05,2021-01-29,9902.51,5402.53,Closed,Alberta,24
CLM005741,POL007830,AGT06942,Flood,2025-09-01,2025-10-02,74231.03,56451.02,Approved,Quebec,31
CLM005742,POL006324,AGT08861,Liability,2022-01-09,2022-03-11,37689.66,34458.41,Closed,Ontario,61
CLM005743,POL000536,AGT01101,Fire,2023-06-03,2023-07-09,6602.78,4760.03,Denied,Ontario,36
CLM005744,POL003727,AGT01868,Theft,2024-06-19,2024-08-04,64101.24,21552.9,Open,Manitoba,46
CLM005745,POL006780,AGT03820,Fire,2021-10-11,2021-11-22,27428.8,16896.94,Denied,Manitoba,42
CLM005746,POL006335,AGT07184,Water Damage,2024-07-19,2024-08-04,53406.44,15003.19,Open,Ontario,16
CLM005747,POL008734,AGT01686,Fire,2023-08-24,2023-12-02,4735.45,965.6,Approved,Ontario,100
CLM005748,POL001059,AGT02717,Collision,2023-11-12,2024-02-10,7368.09,0,Open,Ontario,90
CLM005749,POL000935,AGT01356,Theft,2025-04-24,2025-06-05,48064.59,27270.95,Open,Saskatchewan,42
CLM005750,POL004126,AGT09871,Flood,2025-07-04,2025-08-31,24801.31,5454.61,Denied,Ontario,58
CLM005751,POL002693,AGT05835,Collision,2025-07-18,2025-09-05,70988.89,54492.16,In Review,Quebec,49
CLM005752,POL003714,AGT00836,Liability,2024-09-26,2025-01-01,19667.53,1357.14,Open,British Columbia,97
CLM005753,POL008457,AGT01274,Liability,2023-10-26,2024-01-17,48761.5,5163.81,Closed,Ontario,83
CLM005754,POL008922,AGT09911,Flood,2022-01-19,2022-05-04,59627.55,0,Approved,Quebec,105
CLM005755,POL007177,AGT03960,Theft,2021-11-29,2021-12-08,16424.44,10025.22,Approved,Alberta,9
CLM005756,POL000199,AGT01827,Flood,2023-03-26,2023-04-04,54127.64,0,Denied,Quebec,9
CLM005757,POL006987,AGT08616,Fire,2021-10-11,2021-10-28,10148.66,0,Denied,Alberta,17
CLM005758,POL004836,AGT01742,Flood,2025-01-20,2025-04-09,29965.31,29100.27,Open,Saskatchewan,79
CLM005759,POL003537,AGT04260,Water Damage,2025-08-14,2025-09-07,71191.64,0,Closed,Saskatchewan,24
CLM005760,POL008803,AGT04678,Liability,2021-04-03,2021-07-01,48367.35,0,Open,Manitoba,89
CLM005761,POL004282,AGT06856,Collision,2023-08-19,2023-11-15,19364.15,1718.89,In Review,British Columbia,88
CLM005762,POL002200,AGT03119,Liability,2022-11-19,2023-01-11,18232.65,0,Open,Alberta,53
CLM005763,POL003494,AGT00503,Flood,2021-01-24,2021-05-21,7007.78,0,Closed,Quebec,117
CLM005764,POL005122,AGT03302,Collision,2021-10-16,2021-12-10,72547.42,4191.56,Open,Quebec,55
CLM005765,POL007429,AGT01026,Fire,2022-09-04,2022-10-16,62247.11,1544.37,Denied,Alberta,42
CLM005766,POL007519,AGT04999,Wind/Hail,2023-07-15,2023-07-25,15759.9,8598.05,Closed,Manitoba,10
CLM005767,POL009209,AGT07654,Water Damage,2025-06-11,2025-07-20,74901.19,69357.06,Closed,Saskatchewan,39
CLM005768,POL007566,AGT02496,Liability,2024-08-03,2024-10-18,15211.71,0,Closed,Alberta,76
CLM005769,POL008821,AGT04416,Water Damage,2024-09-20,2025-01-15,13198.16,8339.68,Closed,Ontario,117
CLM005770,POL003958,AGT02762,Liability,2024-11-08,2024-12-29,35043.92,0,Denied,Manitoba,51
CLM005771,POL003518,AGT09652,Theft,2022-04-12,2022-07-08,12245.53,4326.02,Denied,Alberta,87
CLM005772,POL004569,AGT08439,Wind/Hail,2021-06-11,2021-07-01,65172.02,10412.1,Open,Quebec,20
CLM005773,POL002509,AGT04098,Fire,2022-08-17,2022-11-22,20502.74,15833.69,Approved,Ontario,97
CLM005774,POL009442,AGT05786,Fire,2022-10-22,2023-01-20,10032.93,6532.25,Closed,Ontario,90
CLM005775,POL000286,AGT06951,Wind/Hail,2023-03-15,2023-04-14,66951.34,16121.92,Denied,Ontario,30
CLM005776,POL006628,AGT06254,Theft,2024-09-30,2025-01-05,52173.55,7833.73,Approved,Alberta,97
CLM005777,POL008033,AGT00039,Wind/Hail,2023-01-15,2023-03-15,33444.39,0,Denied,Quebec,59
CLM005778,POL003529,AGT02288,Flood,2025-05-12,2025-07-26,5628.27,200.29,In Review,Quebec,75
CLM005779,POL009933,AGT06454,Collision,2022-04-19,2022-07-18,23097.82,77.27,Closed,Saskatchewan,90
CLM005780,POL009950,AGT09776,Wind/Hail,2025-09-15,2025-11-24,14219.71,0,Approved,Ontario,70
CLM005781,POL003974,AGT00665,Flood,2025-02-10,2025-03-19,617.53,265.71,Approved,Saskatchewan,37
CLM005782,POL008945,AGT09694,Liability,2024-11-05,2025-01-12,63358.6,33683.77,Denied,Ontario,68
CLM005783,POL003746,AGT09125,Liability,2022-05-12,2022-05-16,49171.62,32262.59,Denied,Quebec,4
CLM005784,POL005963,AGT04770,Liability,2021-02-26,2021-06-19,46014.15,0,In Review,Saskatchewan,113
CLM005785,POL004549,AGT07697,Fire,2024-12-12,2025-03-18,67712.12,61887.67,Open,Saskatchewan,96
CLM005786,POL008278,AGT05979,Water Damage,2022-05-12,2022-07-08,57833.76,41417.31,Approved,Saskatchewan,57
CLM005787,POL008724,AGT09830,Fire,2021-03-05,2021-05-09,48455.58,41803.05,Approved,British Columbia,65
CLM005788,POL001881,AGT01906,Theft,2022-07-20,2022-11-05,46996.47,11149.13,Closed,Alberta,108
CLM005789,POL001932,AGT02242,Theft,2023-03-24,2023-05-02,44066.41,38914.06,Closed,Quebec,39
CLM005790,POL001478,AGT00038,Flood,2023-10-21,2023-12-15,15652.39,8458.13,Open,Saskatchewan,55
CLM005791,POL007310,AGT00060,Wind/Hail,2025-08-03,2025-10-01,27883.64,0,Open,Alberta,59
CLM005792,POL003085,AGT00536,Collision,2024-04-24,2024-05-31,70939.09,18433.6,Open,Quebec,37
CLM005793,POL008577,AGT01703,Liability,2022-07-27,2022-08-23,26961.36,15551.3,Denied,Quebec,27
CLM005794,POL007433,AGT02936,Flood,2024-05-14,2024-06-15,17719.78,7146.84,Closed,Saskatchewan,32
CLM005795,POL001668,AGT04173,Water Damage,2025-11-25,2026-02-15,34227.14,29866.28,Closed,Saskatchewan,82
CLM005796,POL008912,AGT08023,Flood,2023-03-03,2023-05-09,62639.21,62273.4,Open,Quebec,67
CLM005797,POL008980,AGT01807,Flood,2024-08-22,2024-12-05,7245.77,2988.07,Denied,Saskatchewan,105
CLM005798,POL003027,AGT02901,Liability,2025-07-27,2025-08-09,9172.39,1313.13,In Review,Quebec,13
CLM005799,POL008623,AGT04169,Water Damage,2021-01-17,2021-02-04,25621.11,10581.31,In Review,Alberta,18
CLM005800,POL007488,AGT04801,Liability,2025-09-27,2026-01-09,38384.48,32941.27,Closed,British Columbia,104
CLM005801,POL000759,AGT04399,Wind/Hail,2025-12-07,2026-01-18,4547.71,59.24,Closed,Saskatchewan,42
CLM005802,POL006781,AGT03122,Collision,2021-05-01,2021-08-26,42762.44,0,Denied,Manitoba,117
CLM005803,POL003093,AGT06280,Water Damage,2024-01-23,2024-04-24,61766.65,43604.48,Approved,Alberta,92
CLM005804,POL006240,AGT05954,Collision,2024-11-09,2024-12-10,15144.51,12532.57,Approved,British Columbia,31
CLM005805,POL004725,AGT01178,Wind/Hail,2021-02-25,2021-04-29,11468.91,8589.14,Approved,Quebec,63
CLM005806,POL000477,AGT04774,Water Damage,2022-07-14,2022-09-23,20789.65,15590.1,Closed,Quebec,71
CLM005807,POL001806,AGT08228,Water Damage,2025-08-30,2025-10-08,8918.76,158.13,Closed,Saskatchewan,39
CLM005808,POL007655,AGT09501,Water Damage,2025-12-21,2026-01-16,15006.04,895.26,Open,British Columbia,26
CLM005809,POL009707,AGT04536,Wind/Hail,2024-06-16,2024-10-13,47973.24,8586.62,In Review,Quebec,119
CLM005810,POL009077,AGT08309,Theft,2025-05-16,2025-06-03,13990.66,13592.28,Approved,Quebec,18
CLM005811,POL009803,AGT08526,Wind/Hail,2023-08-05,2023-08-27,55850.88,0,Closed,Saskatchewan,22
CLM005812,POL008473,AGT06011,Water Damage,2025-11-04,2025-12-21,12022.53,0,Approved,British Columbia,47
CLM005813,POL002203,AGT06616,Flood,2021-07-08,2021-11-03,8963.75,4706.74,Closed,Manitoba,118
CLM005814,POL007379,AGT08310,Collision,2022-06-16,2022-08-22,48658.98,5920.9,Approved,British Columbia,67
CLM005815,POL008683,AGT08189,Flood,2025-08-11,2025-09-30,64441.55,15051.97,Denied,Manitoba,50
CLM005816,POL002592,AGT04565,Flood,2022-12-09,2022-12-31,37155.03,18022.04,Closed,Quebec,22
CLM005817,POL000502,AGT06525,Theft,2023-01-04,2023-04-27,61906.81,38980.33,Approved,Saskatchewan,113
CLM005818,POL009478,AGT04822,Collision,2021-04-28,2021-06-01,62816.57,12368.56,Approved,Manitoba,34
CLM005819,POL006905,AGT09990,Fire,2024-08-04,2024-10-07,59393.62,0,Open,British Columbia,64
CLM005820,POL004069,AGT04089,Wind/Hail,2024-01-28,2024-04-29,59645.1,5703.45,Denied,British Columbia,92
CLM005821,POL003182,AGT00586,Theft,2021-01-13,2021-04-10,56470.87,41198.81,In Review,Alberta,87
CLM005822,POL001632,AGT09640,Wind/Hail,2024-06-07,2024-08-01,34242.49,26207.03,Closed,Alberta,55
CLM005823,POL003003,AGT07377,Flood,2025-01-04,2025-04-17,10653.86,9883.65,Closed,Quebec,103
CLM005824,POL006999,AGT08483,Flood,2021-08-11,2021-09-09,49854.87,36258.13,Approved,Alberta,29
CLM005825,POL003953,AGT04642,Water Damage,2025-05-12,2025-06-19,40371.39,0,Closed,Alberta,38
CLM005826,POL002037,AGT00091,Wind/Hail,2022-08-11,2022-11-06,55978.87,0,Closed,Alberta,87
CLM005827,POL009079,AGT03322,Liability,2025-05-12,2025-06-05,67759.72,6484.61,Open,Quebec,24
CLM005828,POL008040,AGT01920,Fire,2025-09-09,2025-09-21,58795.77,0,Approved,Quebec,12
CLM005829,POL008530,AGT08640,Liability,2025-02-15,2025-05-23,28286.02,24548.55,In Review,Alberta,97
CLM005830,POL002695,AGT00135,Liability,2025-03-24,2025-07-06,27815.65,16888.03,Open,British Columbia,104
CLM005831,POL005903,AGT03331,Flood,2025-04-25,2025-08-18,37393.13,20215.45,Open,British Columbia,115
CLM005832,POL000848,AGT08599,Water Damage,2024-12-26,2025-02-17,58649.13,13528.48,Closed,Quebec,53
CLM005833,POL000124,AGT03670,Flood,2021-05-09,2021-06-19,7440.22,7079.42,In Review,British Columbia,41
CLM005834,POL006194,AGT07037,Liability,2025-10-13,2026-01-21,30426.87,11308.25,Closed,British Columbia,100
CLM005835,POL000684,AGT08697,Liability,2021-12-31,2022-04-14,34510.84,21019.66,Closed,Quebec,104
CLM005836,POL007395,AGT08916,Flood,2022-04-25,2022-06-28,55641.2,29312.33,Approved,Saskatchewan,64
CLM005837,POL005432,AGT03672,Theft,2021-02-03,2021-04-07,37876.0,1356.15,Open,Manitoba,63
CLM005838,POL004725,AGT00474,Flood,2025-12-15,2026-03-26,26764.31,22078.14,Closed,Quebec,101
CLM005839,POL007930,AGT08510,Liability,2021-07-13,2021-10-11,25341.43,14643.96,In Review,Manitoba,90
CLM005840,POL008303,AGT08876,Wind/Hail,2025-05-04,2025-06-18,68085.54,0,Closed,British Columbia,45
CLM005841,POL000616,AGT08861,Fire,2025-05-11,2025-06-30,22490.89,14388.86,Approved,Ontario,50
CLM005842,POL004800,AGT00128,Water Damage,2024-12-02,2025-02-11,8182.6,950.63,Denied,Quebec,71
CLM005843,POL009154,AGT02047,Wind/Hail,2022-01-25,2022-04-01,38742.42,31866.35,Approved,Alberta,66
CLM005844,POL000747,AGT09938,Collision,2021-05-21,2021-07-31,17145.93,15373.07,Closed,Saskatchewan,71
CLM005845,POL004693,AGT01587,Liability,2021-02-05,2021-03-09,14730.49,4137.18,Approved,Quebec,32
CLM005846,POL003574,AGT06425,Collision,2024-04-13,2024-05-25,41587.46,22272.89,Approved,Quebec,42
CLM005847,POL008228,AGT05971,Theft,2024-12-07,2025-02-01,53972.78,36486.84,Open,British Columbia,56
CLM005848,POL003783,AGT01087,Flood,2021-06-05,2021-08-13,43065.12,35219.4,In Review,Manitoba,69
CLM005849,POL008641,AGT03408,Fire,2024-12-14,2024-12-19,33984.96,12800.84,Approved,Manitoba,5
CLM005850,POL000632,AGT03618,Flood,2023-10-17,2023-10-23,64879.39,57137.79,Closed,Alberta,6
CLM005851,POL003007,AGT01531,Liability,2023-03-03,2023-04-25,69706.71,0,Closed,British Columbia,53
CLM005852,POL009633,AGT04186,Wind/Hail,2023-08-31,2023-10-02,12606.23,9937.04,Denied,Quebec,32
CLM005853,POL008499,AGT08529,Liability,2021-04-02,2021-07-19,60670.34,14306.17,Open,Quebec,108
CLM005854,POL007395,AGT05387,Fire,2025-01-19,2025-02-28,42955.27,0,Approved,Alberta,40
CLM005855,POL001825,AGT03363,Wind/Hail,2025-12-11,2026-03-29,64429.15,0,Closed,Quebec,108
CLM005856,POL008926,AGT04835,Flood,2022-05-20,2022-06-10,61339.24,26802.18,Denied,Quebec,21
CLM005857,POL005641,AGT06975,Water Damage,2024-10-31,2025-02-09,35803.18,30992.42,Closed,Manitoba,101
CLM005858,POL001668,AGT02036,Flood,2024-01-31,2024-04-11,57514.81,50328.49,Approved,Saskatchewan,71
CLM005859,POL003244,AGT07339,Fire,2023-02-09,2023-04-01,44166.23,43856.53,Denied,Alberta,51
CLM005860,POL008321,AGT01497,Collision,2023-08-06,2023-09-09,35059.1,21359.73,Denied,Alberta,34
CLM005861,POL006184,AGT03725,Theft,2023-07-11,2023-10-31,34923.16,20680.68,Closed,British Columbia,112
CLM005862,POL007387,AGT03715,Fire,2025-10-01,2026-01-14,2754.94,0,In Review,Quebec,105
CLM005863,POL007245,AGT07035,Collision,2023-06-28,2023-10-24,52776.13,46929.65,Approved,Ontario,118
CLM005864,POL004598,AGT09518,Wind/Hail,2023-10-02,2023-12-22,61236.23,0,Closed,British Columbia,81
